iter	Logloss
438	0.1084097957
439	0.1082954264
440	0.1081098947
441	0.1080920236
442	0.1079688868
443	0.1079071431
444	0.1078121479
445	0.1077613043
446	0.107702631
447	0.1076430344
448	0.1074354805
449	0.1072432785
450	0.1071061068
451	0.1070003832
452	0.1068257588
453	0.1066881362
454	0.1066543765
455	0.1065148717
456	0.1064605713
457	0.1064253444
458	0.106288688
459	0.1062144911
460	0.1061505931
461	0.1060738912
462	0.1060025142
463	0.1058659151
464	0.1057904514
465	0.1057021121
466	0.1055519147
467	0.1055299498
468	0.1054951451
469	0.1052542037
470	0.1051423393
471	0.1050762728
472	0.1048635372
473	0.1048290832
474	0.1046858997
475	0.1046160041
476	0.1044158936
477	0.1043019035
478	0.1042700547
479	0.1040856539
480	0.1040611196
481	0.1039430715
482	0.103924592
483	0.1037353315
484	0.1035359796
485	0.1034183753
486	0.1033737583
487	0.1032111435
488	0.1030226487
489	0.1029888175
490	0.1028473158
491	0.102733562
492	0.1026423957
493	0.1025572127
494	0.1025371015
495	0.1023484135
496	0.1022632592
497	0.1021550449
498	0.1019886439
499	0.1018627374
500	0.1017882685
501	0.1016715445
502	0.1015076199
503	0.1014904716
504	0.1014225443
505	0.1012841345
506	0.1011918517
507	0.1010260305
508	0.1009210655
509	0.1008305147
510	0.1007673038
511	0.1005950055
512	0.1005262622
513	0.1004158364
514	0.1003310327
515	0.1002363523
516	0.1002254307
517	0.1002068439
518	0.1000150641
519	0.0999835374
520	0.09982196743
521	0.09970523627
522	0.09963906236
523	0.0996030625
524	0.09947598227
525	0.09945325154
526	0.09930090698
527	0.09927326653
528	0.09905811188
529	0.0990371561
530	0.09892703802
531	0.09883634413
532	0.0986843789
533	0.0985391556
534	0.09842724111
535	0.09836685725
536	0.09828475895
537	0.09823244821
538	0.09812641681
539	0.0979630719
540	0.09795162065
541	0.09784268349
542	0.09773450497
543	0.09770776631
544	0.09768858546
545	0.0975426393
546	0.09750788476
547	0.09733261624
548	0.0973242783
549	0.09730128991
550	0.09718199653
551	0.09701655461
552	0.09689520716
553	0.09678468829
554	0.09674973336
555	0.09661053627
556	0.09649331843
557	0.09630780819
558	0.09619442652
559	0.09597872793
560	0.09585483258
561	0.09583764855
562	0.09570528642
563	0.09562021796
564	0.09556744917
565	0.09546710045
566	0.0953020307
567	0.09512286875
568	0.0951124839
569	0.09501250734
570	0.09499819328
571	0.09487332457
572	0.09474475567
573	0.09468835111
574	0.09460885082
575	0.09454644867
576	0.09440760228
577	0.09438148627
578	0.09429923052
579	0.09422657235
580	0.09419395776
581	0.09412999538
582	0.09400615012
583	0.09379420182
584	0.09365567749
585	0.09352412412
586	0.09342088395
587	0.09328580931
588	0.09306238114
589	0.09303959315
590	0.09295307181
591	0.09281800433
592	0.09268791099
593	0.09255812539
594	0.09247635632
595	0.0923622661
596	0.09227406285
597	0.09224121208
598	0.09222815766
599	0.09208793712
600	0.09191309802
601	0.09176785324
602	0.09175241553
603	0.09163435315
604	0.09158016012
605	0.0915729172
606	0.09143614635
607	0.09120478818
608	0.09115379434
609	0.09099305459
610	0.09084350844
611	0.09077685501
612	0.09062360867
613	0.09056255205
614	0.09054896084
615	0.09049049506
616	0.09037749986
617	0.09035569239
618	0.09020237449
619	0.09008587234
620	0.08994182279
621	0.08985175872
622	0.08980269727
623	0.08973864185
624	0.08963470745
625	0.08961173338
626	0.08949284079
627	0.08945277574
628	0.08940508129
629	0.08935616298
630	0.0892722468
631	0.0891751259
632	0.08908793895
633	0.08889918658
634	0.08878382957
635	0.08869657821
636	0.08856020815
637	0.08843906825
638	0.08830995542
639	0.08822644719
640	0.08811445397
641	0.08808830218
642	0.08790824561
643	0.08777662066
644	0.08777002188
645	0.08771726025
646	0.0876287421
647	0.0875422637
648	0.08745101156
649	0.08744239449
650	0.08736778245
651	0.0872871585
652	0.08716911044
653	0.08715771645
654	0.08697049569
655	0.08687827019
656	0.08676266268
657	0.08663785838
658	0.08653219914
659	0.0863735063
660	0.08620712681
661	0.08606093015
662	0.08596972811
663	0.08590264526
664	0.08576890899
665	0.08574614963
666	0.08559797047
667	0.08548735857
668	0.0853715435
669	0.08524140721
670	0.08522966252
671	0.0851565964
672	0.08501693411
673	0.0849084049
674	0.08482367997
675	0.08468500535
676	0.08456430918
677	0.08442850453
678	0.08427296078
679	0.08425681452
680	0.08414406982
681	0.08412396572
682	0.08409495112
683	0.08396402041
684	0.08389681589
685	0.08389042466
686	0.08384305228
687	0.08382675572
688	0.08367971452
689	0.08353678147
690	0.08344569394
691	0.08335541516
692	0.08323403192
693	0.08312639734
694	0.08304495033
695	0.08297626431
696	0.08295455704
697	0.08288028853
698	0.08277571716
699	0.08254520352
700	0.08243282383
701	0.08237951826
702	0.0823442842
703	0.08227329362
704	0.08216747692
705	0.08216283916
706	0.08206135247
707	0.08196484707
708	0.08187120448
709	0.08186202917
710	0.08172484321
711	0.08161238479
712	0.08146240206
713	0.08134908479
714	0.0812432681
715	0.08110263245
716	0.08106880832
717	0.08095656461
718	0.08085374671
719	0.08074357138
720	0.08062864379
721	0.08052342112
722	0.08040564503
723	0.080303915
724	0.08021030104
725	0.08007494728
726	0.08000344854
727	0.07991129462
728	0.07990106007
729	0.0798276003
730	0.07977202596
731	0.07965573137
732	0.07958038216
733	0.07954760296
734	0.07949784728
735	0.07945499098
736	0.07935482118
737	0.07934308365
738	0.07924350073
739	0.07919839712
740	0.07918773315
741	0.07906205569
742	0.07896558608
743	0.0789568044
744	0.07884154758
745	0.07883650903
746	0.07876280593
747	0.07869430599
748	0.07855074312
749	0.07848503442
750	0.07846615417
751	0.07835578561
752	0.07824394985
753	0.07822418213
754	0.07822040322
755	0.07816174419
756	0.0781543653
757	0.07803112839
758	0.07790286009
759	0.07785743441
760	0.07777932974
761	0.07766575482
762	0.07759867913
763	0.07742922212
764	0.07736698458
765	0.07727043624
766	0.0772565015
767	0.07717511891
768	0.07711169331
769	0.07703318068
770	0.07693548721
771	0.07675412806
772	0.07663356072
773	0.07653779966
774	0.07645439162
775	0.07636457089
776	0.07628266583
777	0.07619672421
778	0.07608769401
779	0.07597446978
780	0.07593301626
781	0.07582042186
782	0.07568812415
783	0.07567146974
784	0.07558519889
785	0.07549921433
786	0.07541261426
787	0.07533225512
788	0.07520092361
789	0.07510826869
790	0.07505295201
791	0.07492122686
792	0.07482916598
793	0.0746975124
794	0.07452648084
795	0.07442690508
796	0.07426760389
797	0.07415355661
798	0.07407715531
799	0.07402283345
800	0.07396108259
801	0.07387279346
802	0.07381185134
803	0.07371576105
804	0.07371323462
805	0.07365281497
806	0.07358702754
807	0.07348877583
808	0.0734207912
809	0.0733233697
810	0.073246768
811	0.0731714331
812	0.07308552726
813	0.07304783834
814	0.07293708329
815	0.07285006811
816	0.07277367397
817	0.07270015695
818	0.07259763965
819	0.07256473162
820	0.07247328624
821	0.07237343851
822	0.07228544997
823	0.07221587648
824	0.07207750961
825	0.07203400918
826	0.0719772253
827	0.07190888997
828	0.0718486564
829	0.07176919189
830	0.07168815284
831	0.0716697879
832	0.07156512348
833	0.07149783308
834	0.07144541499
835	0.07132271486
836	0.07120450934
837	0.07114569286
838	0.07105272304
839	0.07094307733
840	0.07085042241
841	0.07079402501
842	0.07073129364
843	0.07061914297
844	0.07055029234
845	0.07044942115
846	0.07035884893
847	0.07028804443
848	0.07023202635
849	0.0701249357
850	0.07007707664
851	0.07003926605
852	0.06998871594
853	0.06988873222
854	0.06981323987
855	0.06966732948
856	0.06957558351
857	0.0695055305
858	0.06938271585
859	0.0692267069
860	0.06913333628
861	0.0689665059
862	0.06894829841
863	0.06894423322
864	0.06886224944
865	0.06875606057
866	0.06868505567
867	0.06864548445
868	0.06864320136
869	0.06857178135
870	0.06856523983
871	0.06849484327
872	0.0684312459
873	0.06835261161
874	0.06833272222
875	0.06826915347
876	0.06822468684
877	0.06821541849
878	0.06810725429
879	0.06806905006
880	0.06806187156
881	0.06801094213
882	0.06794379487
883	0.06789008135
884	0.06782325616
885	0.06780715284
886	0.06774632524
887	0.06766890764
888	0.06759666457
889	0.06752591017
890	0.06751805175
891	0.06746590562
892	0.06734667665
893	0.06727376798
894	0.0671692324
895	0.06707523911
896	0.06695605308
897	0.06684076764
898	0.06672363568
899	0.06662539827
900	0.06652153545
901	0.06644265066
902	0.066440661
903	0.06642678352
904	0.06637981193
905	0.06632027975
906	0.06620796447
907	0.0661260952
908	0.06602388564
909	0.06592220571
910	0.06583468954
911	0.06579406624
912	0.06570443874
913	0.06565957848
914	0.06552942788
915	0.06547867022
916	0.06543519841
917	0.06535930526
918	0.06526546228
919	0.06517952066
920	0.06511718292
921	0.0650284429
922	0.06494538556
923	0.06490280123
924	0.06488637584
925	0.06480610975
926	0.06475397793
927	0.06471224529
928	0.06464479743
929	0.06458743383
930	0.06452001461
931	0.0644673818
932	0.06444603238
933	0.06436834282
934	0.06432099906
935	0.06417385767
936	0.06414835717
937	0.06406351057
938	0.06405864379
939	0.06395811614
940	0.06388826352
941	0.06377503214
942	0.0637712747
943	0.06369045751
944	0.06356669814
945	0.06346779514
946	0.06337441736
947	0.06330927407
948	0.06324778802
949	0.06319693732
950	0.06314046119
951	0.0630467685
952	0.06297209205
953	0.06288832616
954	0.06284074622
955	0.06270570737
956	0.06260427793
957	0.06258778098
958	0.06252643807
959	0.06249346563
960	0.06244324475
961	0.06238201635
962	0.06232697163
963	0.06224931069
964	0.06214992817
965	0.06208280953
966	0.06203870791
967	0.06193874567
968	0.0619004985
969	0.06182790474
970	0.06178715976
971	0.0617774262
972	0.06175297063
973	0.06170085313
974	0.06160769722
975	0.06152255003
976	0.06149764356
977	0.06143583545
978	0.0613525133
979	0.06127745036
980	0.06121119057
981	0.06114133795
982	0.06111560843
983	0.06102941631
984	0.06096580462
985	0.0608980848
986	0.06085640226
987	0.06078604149
988	0.06070468752
989	0.06058976708
990	0.06053848696
991	0.0604930255
992	0.06043909012
993	0.06034461016
994	0.06029942783
995	0.06022656926
996	0.0601512773
997	0.06008018651
998	0.05998885207
999	0.05990954143
